home_team,away_team,home_result,away_result,result,date,round,city,stadium,edition
Guatemala,United States,0.0,0.0,draw,2005-01-01,qualification,Guatemala,,2006-GERMANY
Costa Rica,Trinidad and Tobago,2.0,0.0,Costa Rica,2005-01-01,qualification,San_Jose,,2006-GERMANY
Liberia,Zambia,0.0,5.0,Zambia,2005-01-01,qualification,Monrovia,,2006-GERMANY
Czech Republic,Netherlands,0.0,2.0,Netherlands,2005-01-01,qualification,Prague,,2006-GERMANY
Finland,Romania,0.0,1.0,Romania,2005-01-01,qualification,Helsinki,,2006-GERMANY
Denmark,Greece,1.0,0.0,Denmark,2005-01-01,qualification,Kobenhavn,,2006-GERMANY
Georgia,Kazakhstan,0.0,0.0,draw,2005-01-01,qualification,Tbilisi,,2006-GERMANY
Ukraine,Albania,2.0,2.0,draw,2005-01-01,qualification,Dnipropetrovsk,,2006-GERMANY
Portugal,Liechtenstein,2.0,1.0,Portugal,2005-01-01,qualification,Aveiro,,2006-GERMANY
Russia,Luxembourg,5.0,1.0,Russia,2005-01-01,qualification,Moskva,,2006-GERMANY
Slovakia,Estonia,1.0,0.0,Slovakia,2005-01-01,qualification,Bratislava,,2006-GERMANY
Cyprus,Ireland,0.0,1.0,Ireland,2005-01-01,qualification,Levkosia,,2006-GERMANY
Israel,Faroe Islands,2.0,1.0,Israel,2005-01-01,qualification,Tel Aviv,,2006-GERMANY
Switzerland,France,1.0,1.0,draw,2005-01-01,qualification,Bern,,2006-GERMANY
Italy,Slovakia,1.0,0.0,Italy,2005-01-01,qualification,Palermo,,2006-GERMANY
Norway,Moldova,1.0,0.0,Norway,2005-01-01,qualification,Oslo,,2006-GERMANY
Scotland,Belarus,0.0,1.0,Belarus,2005-01-01,qualification,Glasgow,,2006-GERMANY
England,Austria,1.0,0.0,England,2005-01-01,qualification,Manchester,,2006-GERMANY
Northern Ireland,Wales,2.0,3.0,Wales,2005-01-01,qualification,Belfast,,2006-GERMANY
Belgium,Spain,0.0,2.0,Spain,2005-01-01,qualification,Bruxelles,,2006-GERMANY
Bosnia-Herzegovina,San Marino,3.0,0.0,Bosnia-Herzegovina,2005-01-01,qualification,Zenica,,2006-GERMANY
Lithuania,Serbia-Montenegro,0.0,2.0,Serbia-Montenegro,2005-01-01,qualification,Vilnius,,2006-GERMANY
Bulgaria,Hungary,2.0,0.0,Bulgaria,2005-01-01,qualification,Sofija,,2006-GERMANY
Croatia,Sweden,1.0,0.0,Croatia,2005-01-01,qualification,Zagreb,,2006-GERMANY
Colombia,Chile,1.0,1.0,draw,2005-01-01,qualification,Barranquilla,,2006-GERMANY
Ecuador,Uruguay,0.0,0.0,draw,2005-01-01,qualification,Quito,,2006-GERMANY
Venezuela,Paraguay,0.0,1.0,Paraguay,2005-01-01,qualification,Maracaibo,,2006-GERMANY
Panama,Trinidad and Tobago,0.0,1.0,Trinidad and Tobago,2005-01-01,qualification,Panama,,2006-GERMANY
Mexico,Guatemala,5.0,2.0,Mexico,2005-01-01,qualification,San_Luis_Potosi,,2006-GERMANY
Costa Rica,United States,3.0,0.0,Costa Rica,2005-01-01,qualification,San_Jose,,2006-GERMANY
Uzbekistan,Bahrain,1.0,1.0,draw,2005-01-01,qualification,Tashkent,,2006-GERMANY
Congo,Togo,2.0,3.0,Togo,2005-01-01,qualification,Brazzaville,,2006-GERMANY
Senegal,Mali,3.0,0.0,Senegal,2005-01-01,qualification,Dakar,,2006-GERMANY
Cape Verde,Ghana,0.0,4.0,Ghana,2005-01-01,qualification,Praia,,2006-GERMANY
South Africa,D.R. Congo,2.0,2.0,draw,2005-01-01,qualification,Durban,,2006-GERMANY
Uganda,Burkina Faso,2.0,2.0,draw,2005-01-01,qualification,Kampala,,2006-GERMANY
Cameroon,Egypt,1.0,1.0,draw,2005-01-01,qualification,Yaounde,,2006-GERMANY
Sudan,Ivory Coast,1.0,3.0,Ivory Coast,2005-01-01,qualification,Omdurman,,2006-GERMANY
Gabon,Algeria,0.0,0.0,draw,2005-01-01,qualification,Port-Gentil,,2006-GERMANY
Nigeria,Zimbabwe,5.0,1.0,Nigeria,2005-01-01,qualification,Abuja,,2006-GERMANY
Rwanda,Angola,0.0,1.0,Angola,2005-01-01,qualification,Kigali,,2006-GERMANY
Botswana,Guinea,1.0,2.0,Guinea,2005-01-01,qualification,Gaborone,,2006-GERMANY
Malawi,Kenya,3.0,0.0,Malawi,2005-01-01,qualification,Blantyre,,2006-GERMANY
Tunisia,Morocco,2.0,2.0,draw,2005-01-01,qualification,Tunis,,2006-GERMANY
Argentina,Peru,2.0,0.0,Argentina,2005-01-01,qualification,Buenos Aires,,2006-GERMANY
Bolivia,Brazil,1.0,1.0,draw,2005-01-01,qualification,La_Paz,,2006-GERMANY
Benin,Libya,1.0,0.0,Benin,2005-01-01,qualification,Cotonou,,2006-GERMANY
Andorra,Armenia,0.0,3.0,Armenia,2005-01-01,qualification,Andorra la Vella,,2006-GERMANY
Finland,Czech Republic,0.0,3.0,Czech Republic,2005-01-01,qualification,Helsinki,,2006-GERMANY
Netherlands,Macedonia,0.0,0.0,draw,2005-01-01,qualification,Amsterdam,,2006-GERMANY
Albania,Turkey,0.0,1.0,Turkey,2005-01-01,qualification,Tirane,,2006-GERMANY
Greece,Georgia,1.0,0.0,Greece,2005-01-01,qualification,Athina,,2006-GERMANY
Kazakhstan,Denmark,1.0,2.0,Denmark,2005-01-01,qualification,Almaty,,2006-GERMANY
Luxembourg,Estonia,0.0,2.0,Estonia,2005-01-01,qualification,Luxembourg,,2006-GERMANY
Portugal,Latvia,3.0,0.0,Portugal,2005-01-01,qualification,Porto,,2006-GERMANY
Slovakia,Russia,0.0,0.0,draw,2005-01-01,qualification,Bratislava,,2006-GERMANY
France,Cyprus,4.0,0.0,France,2005-01-01,qualification,Paris,,2006-GERMANY
Ireland,Switzerland,0.0,0.0,draw,2005-01-01,qualification,Dublin,,2006-GERMANY
Belarus,Norway,0.0,1.0,Norway,2005-01-01,qualification,Minsk,,2006-GERMANY
Italy,Moldova,2.0,1.0,Italy,2005-01-01,qualification,Lecce,,2006-GERMANY
Slovenia,Scotland,0.0,3.0,Scotland,2005-01-01,qualification,Celje,,2006-GERMANY
Austria,Northern Ireland,2.0,0.0,Austria,2005-01-01,qualification,Vienna,,2006-GERMANY
England,Poland,2.0,1.0,England,2005-01-01,qualification,Manchester,,2006-GERMANY
Wales,Azerbaijan,2.0,0.0,Wales,2005-01-01,qualification,Cardiff,,2006-GERMANY
Lithuania,Belgium,1.0,1.0,draw,2005-01-01,qualification,Vilnius,,2006-GERMANY
San Marino,Spain,0.0,6.0,Spain,2005-01-01,qualification,Serravalle,,2006-GERMANY
Serbia-Montenegro,Bosnia-Herzegovina,1.0,0.0,Serbia-Montenegro,2005-01-01,qualification,Belgrade,,2006-GERMANY
Hungary,Croatia,0.0,0.0,draw,2005-01-01,qualification,Budapest,,2006-GERMANY
Malta,Bulgaria,1.0,1.0,draw,2005-01-01,qualification,TaQali,,2006-GERMANY
Sweden,Iceland,3.0,1.0,Sweden,2005-01-01,qualification,Stockholm,,2006-GERMANY
Brazil,Venezuela,3.0,0.0,Brazil,2005-01-01,qualification,Belem,,2006-GERMANY
Chile,Ecuador,0.0,0.0,draw,2005-01-01,qualification,Santiago,,2006-GERMANY
Paraguay,Colombia,0.0,1.0,Colombia,2005-01-01,qualification,Asuncion,,2006-GERMANY
Peru,Bolivia,4.0,1.0,Peru,2005-01-01,qualification,Tacna,,2006-GERMANY
Uruguay,Argentina,1.0,0.0,Uruguay,2005-01-01,qualification,Montevideo,,2006-GERMANY
United States,Panama,2.0,0.0,United States,2005-01-01,qualification,Foxboro,,2006-GERMANY
Guatemala,Costa Rica,3.0,1.0,Guatemala,2005-01-01,qualification,Guatemala,,2006-GERMANY
Trinidad and Tobago,Mexico,2.0,1.0,Trinidad and Tobago,2005-01-01,qualification,Port_of_Spain,,2006-GERMANY
Bahrain,Uzbekistan,0.0,0.0,draw,2005-01-01,qualification,Manama,,2006-GERMANY
Spain,Slovakia,5.0,1.0,Spain,2005-01-01,qualification,Madrid,,2006-GERMANY
Switzerland,Turkey,2.0,0.0,Switzerland,2005-01-01,qualification,Bern,,2006-GERMANY
Norway,Czech Republic,0.0,1.0,Czech Republic,2005-01-01,qualification,Oslo,,2006-GERMANY
Uruguay,Australia,1.0,0.0,Uruguay,2005-01-01,qualification,Montevideo,,2006-GERMANY
Trinidad and Tobago,Bahrain,1.0,1.0,draw,2005-01-01,qualification,Port_of_Spain,,2006-GERMANY
Slovakia,Spain,1.0,1.0,draw,2005-01-01,qualification,Bratislava,,2006-GERMANY
Turkey,Switzerland,4.0,2.0,Turkey,2005-01-01,qualification,Istanbul,,2006-GERMANY
Czech Republic,Norway,1.0,0.0,Czech Republic,2005-01-01,qualification,Prague,,2006-GERMANY
Australia,Uruguay,1.0,0.0,Australia,2005-01-01,qualification,Sydney,,2006-GERMANY
Bahrain,Trinidad and Tobago,0.0,1.0,Trinidad and Tobago,2005-01-01,qualification,Manama,,2006-GERMANY
Germany,Costa Rica,4.0,2.0,Germany,2006-01-01,group_stage,Munchen,,2006-GERMANY
Poland,Ecuador,0.0,2.0,Ecuador,2006-01-01,group_stage,Gelsenkirchen,,2006-GERMANY
England,Paraguay,1.0,0.0,England,2006-01-01,group_stage,Frankfurt am Main,,2006-GERMANY
Trinidad and Tobago,Sweden,0.0,0.0,draw,2006-01-01,group_stage,Dortmund,,2006-GERMANY
Argentina,Ivory Coast,2.0,1.0,Argentina,2006-01-01,group_stage,Hamburg,,2006-GERMANY
Serbia-Montenegro,Netherlands,0.0,1.0,Netherlands,2006-01-01,group_stage,Leipzig,,2006-GERMANY
Mexico,Iran,3.0,1.0,Mexico,2006-01-01,group_stage,Nurnberg,,2006-GERMANY
Angola,Portugal,0.0,1.0,Portugal,2006-01-01,group_stage,Koln,,2006-GERMANY
Australia,Japan,3.0,1.0,Australia,2006-01-01,group_stage,Kaiserslautern,,2006-GERMANY
United States,Czech Republic,0.0,3.0,Czech Republic,2006-01-01,group_stage,Gelsenkirchen,,2006-GERMANY
Italy,Ghana,2.0,0.0,Italy,2006-01-01,group_stage,Hannover,,2006-GERMANY
South Korea,Togo,2.0,1.0,South Korea,2006-01-01,group_stage,Frankfurt am Main,,2006-GERMANY
France,Switzerland,0.0,0.0,draw,2006-01-01,group_stage,Stuttgart,,2006-GERMANY
Brazil,Croatia,1.0,0.0,Brazil,2006-01-01,group_stage,Berlin,,2006-GERMANY
Spain,Ukraine,4.0,0.0,Spain,2006-01-01,group_stage,Leipzig,,2006-GERMANY
Tunisia,Saudi Arabia,2.0,2.0,draw,2006-01-01,group_stage,Munchen,,2006-GERMANY
Germany,Poland,1.0,0.0,Germany,2006-01-01,group_stage,Dortmund,,2006-GERMANY
Ecuador,Costa Rica,3.0,0.0,Ecuador,2006-01-01,group_stage,Hamburg,,2006-GERMANY
England,Trinidad and Tobago,2.0,0.0,England,2006-01-01,group_stage,Nurnberg,,2006-GERMANY
Sweden,Paraguay,1.0,0.0,Sweden,2006-01-01,group_stage,Berlin,,2006-GERMANY
Argentina,Serbia-Montenegro,6.0,0.0,Argentina,2006-01-01,group_stage,Gelsenkirchen,,2006-GERMANY
Netherlands,Ivory Coast,2.0,1.0,Netherlands,2006-01-01,group_stage,Stuttgart,,2006-GERMANY
Mexico,Angola,0.0,0.0,draw,2006-01-01,group_stage,Hannover,,2006-GERMANY
Portugal,Iran,2.0,0.0,Portugal,2006-01-01,group_stage,Frankfurt am Main,,2006-GERMANY
Czech Republic,Ghana,0.0,2.0,Ghana,2006-01-01,group_stage,Koln,,2006-GERMANY
Italy,United States,1.0,1.0,draw,2006-01-01,group_stage,Kaiserslautern,,2006-GERMANY
Japan,Croatia,0.0,0.0,draw,2006-01-01,group_stage,Nurnberg,,2006-GERMANY
Brazil,Australia,2.0,0.0,Brazil,2006-01-01,group_stage,Munchen,,2006-GERMANY
France,South Korea,1.0,1.0,draw,2006-01-01,group_stage,Leipzig,,2006-GERMANY
Togo,Switzerland,0.0,2.0,Switzerland,2006-01-01,group_stage,Dortmund,,2006-GERMANY
Saudi Arabia,Ukraine,0.0,4.0,Ukraine,2006-01-01,group_stage,Hamburg,,2006-GERMANY
Spain,Tunisia,3.0,1.0,Spain,2006-01-01,group_stage,Stuttgart,,2006-GERMANY
Ecuador,Germany,0.0,3.0,Germany,2006-01-01,group_stage,Berlin,,2006-GERMANY
Costa Rica,Poland,1.0,2.0,Poland,2006-01-01,group_stage,Hannover,,2006-GERMANY
Sweden,England,2.0,2.0,draw,2006-01-01,group_stage,Koln,,2006-GERMANY
Paraguay,Trinidad and Tobago,2.0,0.0,Paraguay,2006-01-01,group_stage,Kaiserslautern,,2006-GERMANY
Portugal,Mexico,2.0,1.0,Portugal,2006-01-01,group_stage,Gelsenkirchen,,2006-GERMANY
Iran,Angola,1.0,1.0,draw,2006-01-01,group_stage,Leipzig,,2006-GERMANY
Netherlands,Argentina,0.0,0.0,draw,2006-01-01,group_stage,Frankfurt am Main,,2006-GERMANY
Ivory Coast,Serbia-Montenegro,3.0,2.0,Ivory Coast,2006-01-01,group_stage,Munchen,,2006-GERMANY
Czech Republic,Italy,0.0,2.0,Italy,2006-01-01,group_stage,Hamburg,,2006-GERMANY
Ghana,United States,2.0,1.0,Ghana,2006-01-01,group_stage,Nurnberg,,2006-GERMANY
Japan,Brazil,1.0,4.0,Brazil,2006-01-01,group_stage,Dortmund,,2006-GERMANY
Croatia,Australia,2.0,2.0,draw,2006-01-01,group_stage,Stuttgart,,2006-GERMANY
Saudi Arabia,Spain,0.0,1.0,Spain,2006-01-01,group_stage,Kaiserslautern,,2006-GERMANY
Ukraine,Tunisia,1.0,0.0,Ukraine,2006-01-01,group_stage,Berlin,,2006-GERMANY
Togo,France,0.0,2.0,France,2006-01-01,group_stage,Koln,,2006-GERMANY
Switzerland,South Korea,2.0,0.0,Switzerland,2006-01-01,group_stage,Hannover,,2006-GERMANY
Germany,Sweden,2.0,0.0,Germany,2006-01-01,round_of_16,Munchen,,2006-GERMANY
Argentina,Mexico,2.0,1.0,Argentina,2006-01-01,round_of_16,Leipzig,,2006-GERMANY
England,Ecuador,1.0,0.0,England,2006-01-01,round_of_16,Stuttgart,,2006-GERMANY
Portugal,Netherlands,1.0,0.0,Portugal,2006-01-01,round_of_16,Nurnberg,,2006-GERMANY
Italy,Australia,1.0,0.0,Italy,2006-01-01,round_of_16,Kaiserslautern,,2006-GERMANY
Switzerland,Ukraine,0.0,0.0,draw,2006-01-01,round_of_16,Koln,,2006-GERMANY
Brazil,Ghana,3.0,0.0,Brazil,2006-01-01,round_of_16,Dortmund,,2006-GERMANY
Spain,France,1.0,3.0,France,2006-01-01,round_of_16,Hannover,,2006-GERMANY
Germany,Argentina,1.0,1.0,draw,2006-01-01,quarter_final,Berlin,,2006-GERMANY
Italy,Ukraine,3.0,0.0,Italy,2006-01-01,quarter_final,Hamburg,,2006-GERMANY
England,Portugal,0.0,0.0,draw,2006-01-01,quarter_final,Gelsenkirchen,,2006-GERMANY
Brazil,France,0.0,1.0,France,2006-01-01,quarter_final,Frankfurt am Main,,2006-GERMANY
Germany,Italy,0.0,2.0,Italy,2006-01-01,semi_final,Dortmund,,2006-GERMANY
Portugal,France,0.0,1.0,France,2006-01-01,semi_final,Munchen,,2006-GERMANY
Germany,Portugal,3.0,1.0,Germany,2006-01-01,third_place,Stuttgart,,2006-GERMANY
Italy,France,1.0,1.0,draw,2006-01-01,final,Berlin,,2006-GERMANY
Tahiti,New Caledonia,0.0,1.0,New Caledonia,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Fiji,Tuvalu,16.0,0.0,Fiji,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Solomon Islands,American Samoa,12.0,1.0,Solomon Islands,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Vanuatu,Samoa,4.0,0.0,Vanuatu,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Tuvalu,New Caledonia,0.0,1.0,New Caledonia,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Fiji,Cook Islands,4.0,0.0,Fiji,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Solomon Islands,Tonga,4.0,0.0,Solomon Islands,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
American Samoa,Samoa,0.0,7.0,Samoa,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Tuvalu,Tahiti,1.0,1.0,draw,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
New Caledonia,Cook Islands,3.0,0.0,New Caledonia,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
American Samoa,Vanuatu,0.0,15.0,Vanuatu,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Samoa,Tonga,2.0,1.0,Samoa,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Cook Islands,Tuvalu,4.0,1.0,Cook Islands,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Tahiti,Fiji,0.0,4.0,Fiji,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Tonga,American Samoa,4.0,0.0,Tonga,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Vanuatu,Solomon Islands,0.0,2.0,Solomon Islands,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Cook Islands,Tahiti,0.0,1.0,Tahiti,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
New Caledonia,Fiji,1.0,1.0,draw,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Tonga,Vanuatu,1.0,4.0,Vanuatu,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Samoa,Solomon Islands,0.0,3.0,Solomon Islands,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Solomon Islands,New Caledonia,2.0,3.0,New Caledonia,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Fiji,Vanuatu,3.0,0.0,Fiji,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Solomon Islands,Vanuatu,0.0,2.0,Vanuatu,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
New Caledonia,Fiji,1.0,0.0,New Caledonia,2007-01-01,qualification,Apia,,2010-SOUTH AFRICA
Thailand,Macao,6.0,1.0,Thailand,2007-01-01,qualification,Bangkok,,2010-SOUTH AFRICA
Syria,Afghanistan,3.0,0.0,Syria,2007-01-01,qualification,Damascus,,2010-SOUTH AFRICA
Bangladesh,Tajikistan,1.0,1.0,draw,2007-01-01,qualification,Dhaka,,2010-SOUTH AFRICA
Vietnam,United Arab Emirates,0.0,1.0,United Arab Emirates,2007-01-01,qualification,Hanoi,,2010-SOUTH AFRICA
Oman,Nepal,2.0,0.0,Oman,2007-01-01,qualification,Muscat,,2010-SOUTH AFRICA
Yemen,Maldives,3.0,0.0,Yemen,2007-01-01,qualification,Sanaa,,2010-SOUTH AFRICA
Palestine,Singapore,0.0,4.0,Singapore,2007-01-01,qualification,Doha,,2010-SOUTH AFRICA
Lebanon,India,4.0,1.0,Lebanon,2007-01-01,qualification,Sidon,,2010-SOUTH AFRICA
Cambodia,Turkmenistan,0.0,1.0,Turkmenistan,2007-01-01,qualification,Phnom Penh,,2010-SOUTH AFRICA
Uruguay,Bolivia,5.0,0.0,Uruguay,2007-01-01,qualification,Montevideo,,2010-SOUTH AFRICA
Argentina,Chile,2.0,0.0,Argentina,2007-01-01,qualification,Buenos Aires,,2010-SOUTH AFRICA
Ecuador,Venezuela,0.0,1.0,Venezuela,2007-01-01,qualification,Quito,,2010-SOUTH AFRICA
Peru,Paraguay,0.0,0.0,draw,2007-01-01,qualification,Lima,,2010-SOUTH AFRICA
Uzbekistan,Taiwan,9.0,0.0,Uzbekistan,2007-01-01,qualification,Tashkent,,2010-SOUTH AFRICA
Colombia,Brazil,0.0,0.0,draw,2007-01-01,qualification,Bogota,,2010-SOUTH AFRICA
Madagascar,Comoros,6.0,2.0,Madagascar,2007-01-01,qualification,Antananarivo,,2010-SOUTH AFRICA
Macao,Thailand,1.0,7.0,Thailand,2007-01-01,qualification,Macau,,2010-SOUTH AFRICA
Venezuela,Argentina,0.0,2.0,Argentina,2007-01-01,qualification,Maracaibo,,2010-SOUTH AFRICA
Bolivia,Colombia,0.0,0.0,draw,2007-01-01,qualification,La_Paz,,2010-SOUTH AFRICA
Paraguay,Uruguay,1.0,0.0,Paraguay,2007-01-01,qualification,Asuncion,,2010-SOUTH AFRICA
Chile,Peru,2.0,0.0,Chile,2007-01-01,qualification,Santiago,,2010-SOUTH AFRICA
Brazil,Ecuador,5.0,0.0,Brazil,2007-01-01,qualification,Rio de Janeiro,,2010-SOUTH AFRICA
Fiji,New Zealand,0.0,2.0,New Zealand,2007-01-01,qualification,Lautoka,,2010-SOUTH AFRICA
Sierra Leone,Guinea-Bissau,1.0,0.0,Sierra Leone,2007-01-01,qualification,Freetown,,2010-SOUTH AFRICA
Kyrgyzstan,Jordan,2.0,0.0,Kyrgyzstan,2007-01-01,qualification,Bishkek,,2010-SOUTH AFRICA
Mongolia,North Korea,1.0,4.0,North Korea,2007-01-01,qualification,Ulaan Baatar,,2010-SOUTH AFRICA
East Timor,Hong Kong,2.0,3.0,Hong Kong,2007-01-01,qualification,Gianyar,,2010-SOUTH AFRICA
Sri Lanka,Qatar,0.0,1.0,Qatar,2007-01-01,qualification,Colombo,,2010-SOUTH AFRICA
Bahrain,Malaysia,4.0,1.0,Bahrain,2007-01-01,qualification,Manama,,2010-SOUTH AFRICA
China,Myanmar,7.0,0.0,China,2007-01-01,qualification,Foshan,,2010-SOUTH AFRICA
Pakistan,Iraq,0.0,7.0,Iraq,2007-01-01,qualification,Lahore,,2010-SOUTH AFRICA
Afghanistan,Syria,1.0,2.0,Syria,2007-01-01,qualification,Dushanbe,,2010-SOUTH AFRICA
Tajikistan,Bangladesh,5.0,0.0,Tajikistan,2007-01-01,qualification,Dushanbe,,2010-SOUTH AFRICA
United Arab Emirates,Vietnam,5.0,0.0,United Arab Emirates,2007-01-01,qualification,Abu_Dhabi,,2010-SOUTH AFRICA
Nepal,Oman,0.0,2.0,Oman,2007-01-01,qualification,Kathmandu,,2010-SOUTH AFRICA
Maldives,Yemen,2.0,0.0,Maldives,2007-01-01,qualification,Male,,2010-SOUTH AFRICA
Singapore,Palestine,3.0,0.0,Singapore,2007-01-01,qualification,Singapore,,2010-SOUTH AFRICA
Turkmenistan,Cambodia,4.0,1.0,Turkmenistan,2007-01-01,qualification,Ashgabat,,2010-SOUTH AFRICA
Taiwan,Uzbekistan,0.0,2.0,Uzbekistan,2007-01-01,qualification,Taipei,,2010-SOUTH AFRICA
Jordan,Kyrgyzstan,2.0,0.0,Jordan,2007-01-01,qualification,Amman,,2010-SOUTH AFRICA
North Korea,Mongolia,5.0,1.0,North Korea,2007-01-01,qualification,Pyongyang,,2010-SOUTH AFRICA
Hong Kong,East Timor,8.0,1.0,Hong Kong,2007-01-01,qualification,Hong Kong,,2010-SOUTH AFRICA
Qatar,Sri Lanka,5.0,0.0,Qatar,2007-01-01,qualification,Doha,,2010-SOUTH AFRICA
Malaysia,Bahrain,0.0,0.0,draw,2007-01-01,qualification,Kuala Lumpur,,2010-SOUTH AFRICA
Myanmar,China,0.0,4.0,China,2007-01-01,qualification,Kuala Lumpur,,2010-SOUTH AFRICA
Iraq,Pakistan,0.0,0.0,draw,2007-01-01,qualification,Aleppo,,2010-SOUTH AFRICA
India,Lebanon,2.0,2.0,draw,2007-01-01,qualification,Goa,,2010-SOUTH AFRICA
Yemen,Thailand,1.0,1.0,draw,2007-01-01,qualification,Sanaa,,2010-SOUTH AFRICA
Indonesia,Syria,1.0,4.0,Syria,2007-01-01,qualification,Jakarta,,2010-SOUTH AFRICA
Singapore,Tajikistan,2.0,0.0,Singapore,2007-01-01,qualification,Singapore,,2010-SOUTH AFRICA
Hong Kong,Turkmenistan,0.0,0.0,draw,2007-01-01,qualification,Hong Kong,,2010-SOUTH AFRICA
Djibouti,Somalia,1.0,0.0,Djibouti,2007-01-01,qualification,Djibouti,,2010-SOUTH AFRICA
Argentina,Bolivia,3.0,0.0,Argentina,2007-01-01,qualification,Buenos Aires,,2010-SOUTH AFRICA
Colombia,Venezuela,1.0,0.0,Colombia,2007-01-01,qualification,Bogota,,2010-SOUTH AFRICA
Paraguay,Ecuador,5.0,1.0,Paraguay,2007-01-01,qualification,Asuncion,,2010-SOUTH AFRICA
Vanuatu,New Zealand,1.0,2.0,New Zealand,2007-01-01,qualification,Port_Vila,,2010-SOUTH AFRICA
Fiji,New Caledonia,3.0,3.0,draw,2007-01-01,qualification,Ba,,2010-SOUTH AFRICA
Comoros,Madagascar,0.0,4.0,Madagascar,2007-01-01,qualification,Moroni,,2010-SOUTH AFRICA
Guinea-Bissau,Sierra Leone,0.0,0.0,draw,2007-01-01,qualification,Bissau,,2010-SOUTH AFRICA
Peru,Brazil,1.0,1.0,draw,2007-01-01,qualification,Lima,,2010-SOUTH AFRICA
Uruguay,Chile,2.0,2.0,draw,2007-01-01,qualification,Montevideo,,2010-SOUTH AFRICA
Thailand,Yemen,1.0,0.0,Thailand,2007-01-01,qualification,Bangkok,,2010-SOUTH AFRICA
Syria,Indonesia,7.0,0.0,Syria,2007-01-01,qualification,Damascus,,2010-SOUTH AFRICA
Tajikistan,Singapore,1.0,1.0,draw,2007-01-01,qualification,Dushanbe,,2010-SOUTH AFRICA
Turkmenistan,Hong Kong,3.0,0.0,Turkmenistan,2007-01-01,qualification,Ashgabat,,2010-SOUTH AFRICA
Venezuela,Bolivia,5.0,3.0,Venezuela,2007-01-01,qualification,San_Cristobal,,2010-SOUTH AFRICA
Colombia,Argentina,2.0,1.0,Colombia,2007-01-01,qualification,Bogota,,2010-SOUTH AFRICA
Ecuador,Peru,5.0,1.0,Ecuador,2007-01-01,qualification,Quito,,2010-SOUTH AFRICA
Brazil,Uruguay,2.0,1.0,Brazil,2007-01-01,qualification,Sao_Paulo,,2010-SOUTH AFRICA
Chile,Paraguay,0.0,3.0,Paraguay,2007-01-01,qualification,Santiago,,2010-SOUTH AFRICA
New Zealand,Vanuatu,4.0,1.0,New Zealand,2007-01-01,qualification,Wellington,,2010-SOUTH AFRICA
New Caledonia,Fiji,4.0,0.0,New Caledonia,2007-01-01,qualification,Noumea,,2010-SOUTH AFRICA
Bermuda,Cayman Islands,1.0,1.0,draw,2008-01-01,qualification,Hamilton,,2010-SOUTH AFRICA
Belize,Saint Kitts & Nevis,3.0,1.0,Belize,2008-01-01,qualification,Guatemala,,2010-SOUTH AFRICA
Nicaragua,Dutch Antilles,0.0,1.0,Dutch Antilles,2008-01-01,qualification,Diriamba,,2010-SOUTH AFRICA
Dominica,Barbados,1.0,1.0,draw,2008-01-01,qualification,Roseau,,2010-SOUTH AFRICA
El Salvador,Anguilla,12.0,0.0,El Salvador,2008-01-01,qualification,San_Salvador,,2010-SOUTH AFRICA
Turks and Caicos,Saint Lucia,2.0,1.0,Turks and Caicos,2008-01-01,qualification,Providenciales,,2010-SOUTH AFRICA
Aruba,Antigua and Barbuda,0.0,3.0,Antigua and Barbuda,2008-01-01,qualification,Oranjestad,,2010-SOUTH AFRICA
Iraq,China,1.0,1.0,draw,2008-01-01,qualification,Dubai,,2010-SOUTH AFRICA
Australia,Qatar,3.0,0.0,Australia,2008-01-01,qualification,Melbourne,,2010-SOUTH AFRICA
Oman,Bahrain,0.0,1.0,Bahrain,2008-01-01,qualification,Muscat,,2010-SOUTH AFRICA
Japan,Thailand,4.0,1.0,Japan,2008-01-01,qualification,Saitama,,2010-SOUTH AFRICA
Jordan,North Korea,0.0,1.0,North Korea,2008-01-01,qualification,Amman,,2010-SOUTH AFRICA
